Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds),day
1277,"300 Hayes Street, Civic Center, San Francisco",1655,"100 South 35th Street, Pullman, Richmond","3/7/2020 - 3/7/2020, Every day, Daily Average",1677,1159,2426,7
1277,"300 Hayes Street, Civic Center, San Francisco",1674,"200 Hyde Street, Tenderloin, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",292,187,453,7
1277,"300 Hayes Street, Civic Center, San Francisco",1677,"200 Funston Road, Marina District, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",527,388,715,7
1277,"300 Hayes Street, Civic Center, San Francisco",1682,"700 Haight Street, Lower Haight, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",305,184,504,7
1277,"300 Hayes Street, Civic Center, San Francisco",1686,"0 The Embarcadero, North Beach, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",764,593,984,7
1277,"300 Hayes Street, Civic Center, San Francisco",1687,"1400 Powell Street, Russian Hill, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",559,403,774,7
1277,"300 Hayes Street, Civic Center, San Francisco",1688,"1100 Taylor Street, Nob Hill, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",525,367,749,7
1277,"300 Hayes Street, Civic Center, San Francisco",1689,"200 Sutter Street, Financial District, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",556,385,802,7
1277,"300 Hayes Street, Civic Center, San Francisco",1690,"900 Pine Street, Lower Nob Hill, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",464,322,666,7
1277,"300 Hayes Street, Civic Center, San Francisco",1691,"200 O'Farrell Street, Tenderloin, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",434,306,614,7
1277,"300 Hayes Street, Civic Center, San Francisco",1692,"800 Mission Street, South of Market, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",220,125,385,7
1277,"300 Hayes Street, Civic Center, San Francisco",1694,"700 Folsom Street, South of Market, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",545,398,744,7
1277,"300 Hayes Street, Civic Center, San Francisco",1695,"5th Street, Treasure Island, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",573,423,775,7
1277,"300 Hayes Street, Civic Center, San Francisco",1696,"4700 18th Street, Eureka Valley, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",597,465,765,7
1277,"300 Hayes Street, Civic Center, San Francisco",1697,"400 Burnett Avenue, Twin Peaks, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",726,547,963,7
1277,"300 Hayes Street, Civic Center, San Francisco",1698,"3500 20th Street, Mission District, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",361,281,463,7
1277,"300 Hayes Street, Civic Center, San Francisco",1699,"900 Sanchez Street, Dolores Heights, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",592,463,756,7
1277,"300 Hayes Street, Civic Center, San Francisco",1700,"3900 25th Street, Noe Valley, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",673,528,856,7
1277,"300 Hayes Street, Civic Center, San Francisco",1701,"600 28th Street, Noe Valley, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",897,699,1150,7
1277,"300 Hayes Street, Civic Center, San Francisco",1702,"100 Randall Street, Glen Park, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",919,712,1184,7
1277,"300 Hayes Street, Civic Center, San Francisco",1703,"2600 21st Street, Mission District, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",317,221,453,7
1277,"300 Hayes Street, Civic Center, San Francisco",1704,"2900 24th Street, Mission District, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",518,372,720,7
1277,"300 Hayes Street, Civic Center, San Francisco",1705,"0 Conkling Street, Silver Terrace, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",663,492,893,7
1277,"300 Hayes Street, Civic Center, San Francisco",1706,"700 Bernal Heights Boulevard, Bernal Heights, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",578,433,770,7
1277,"300 Hayes Street, Civic Center, San Francisco",1707,"100 Appleton Avenue, Bernal Heights, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",861,600,1234,7
1277,"300 Hayes Street, Civic Center, San Francisco",1710,"100 Morningside Drive, Lakeshore, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",1109,901,1364,7
1277,"300 Hayes Street, Civic Center, San Francisco",1718,"300 Arballo Drive, Lakeshore, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",1162,936,1441,7
1277,"300 Hayes Street, Civic Center, San Francisco",1721,"Bayfront Expressway, Menlo Park","3/7/2020 - 3/7/2020, Every day, Daily Average",1871,1584,2209,7
1277,"300 Hayes Street, Civic Center, San Francisco",1722,"200 9th Avenue, Richmond District, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",751,582,968,7
1277,"300 Hayes Street, Civic Center, San Francisco",1723,"600 Burrows Avenue, San Bruno","3/7/2020 - 3/7/2020, Every day, Daily Average",1118,864,1445,7
1277,"300 Hayes Street, Civic Center, San Francisco",1724,"2200 Euclid Avenue, East Palo Alto","3/7/2020 - 3/7/2020, Every day, Daily Average",1934,1651,2265,7
1277,"300 Hayes Street, Civic Center, San Francisco",1728,"800 Easton Avenue, San Bruno","3/7/2020 - 3/7/2020, Every day, Daily Average",1292,945,1765,7
1277,"300 Hayes Street, Civic Center, San Francisco",1729,"1500 Adrian Road, Ingold - Milldale, Burlingame","3/7/2020 - 3/7/2020, Every day, Daily Average",1087,882,1338,7
1277,"300 Hayes Street, Civic Center, San Francisco",1730,"0 Park Lane, Brisbane","3/7/2020 - 3/7/2020, Every day, Daily Average",613,480,781,7
1277,"300 Hayes Street, Civic Center, San Francisco",1731,"0 Orange Court, Hillside, Daly City","3/7/2020 - 3/7/2020, Every day, Daily Average",1193,939,1514,7
1277,"300 Hayes Street, Civic Center, San Francisco",1732,"0 Longview Drive, Westlake, Daly City","3/7/2020 - 3/7/2020, Every day, Daily Average",1031,782,1357,7
1277,"300 Hayes Street, Civic Center, San Francisco",1736,"2500 Sand Hill Road, Sharon Heights, Menlo Park","3/7/2020 - 3/7/2020, Every day, Daily Average",2261,1866,2738,7
1277,"300 Hayes Street, Civic Center, San Francisco",1737,"700 Westridge Drive, Central Portola Valley, Portola Valley","3/7/2020 - 3/7/2020, Every day, Daily Average",2216,1804,2721,7
1277,"300 Hayes Street, Civic Center, San Francisco",1738,"1000 Wildwood Avenue, Westlake, Daly City","3/7/2020 - 3/7/2020, Every day, Daily Average",1055,809,1375,7
1277,"300 Hayes Street, Civic Center, San Francisco",1739,"0 Reiner Street, Daly City","3/7/2020 - 3/7/2020, Every day, Daily Average",914,646,1292,7
1277,"300 Hayes Street, Civic Center, San Francisco",1740,"800 Campus Drive, Serramonte, Daly City","3/7/2020 - 3/7/2020, Every day, Daily Average",932,729,1191,7
1277,"300 Hayes Street, Civic Center, San Francisco",1741,"200 Morton Drive, Serramonte, Daly City","3/7/2020 - 3/7/2020, Every day, Daily Average",1069,825,1385,7
1277,"300 Hayes Street, Civic Center, San Francisco",1743,"600 San Bruno Avenue East, San Bruno","3/7/2020 - 3/7/2020, Every day, Daily Average",890,737,1074,7
1277,"300 Hayes Street, Civic Center, San Francisco",1744,"1200 Helen Drive, Millbrae","3/7/2020 - 3/7/2020, Every day, Daily Average",1192,911,1559,7
1277,"300 Hayes Street, Civic Center, San Francisco",1745,"Ed Taylor Trail, Burlingame Hills, Burlingame","3/7/2020 - 3/7/2020, Every day, Daily Average",1272,1015,1594,7
1277,"300 Hayes Street, Civic Center, San Francisco",1746,"600 North Delaware Street, Central San Mateo, San Mateo","3/7/2020 - 3/7/2020, Every day, Daily Average",1282,982,1672,7
1277,"300 Hayes Street, Civic Center, San Francisco",1747,"1700 Coyote Point Drive, Shoreview, San Mateo","3/7/2020 - 3/7/2020, Every day, Daily Average",1237,1007,1518,7
1277,"300 Hayes Street, Civic Center, San Francisco",1748,"500 Carmel Circle, Baywood - Aragon, San Mateo","3/7/2020 - 3/7/2020, Every day, Daily Average",1628,1251,2117,7
1277,"300 Hayes Street, Civic Center, San Francisco",1750,"1700 Yorktown Road, San Mateo","3/7/2020 - 3/7/2020, Every day, Daily Average",1588,1266,1991,7
1277,"300 Hayes Street, Civic Center, San Francisco",1752,"200 West 25th Avenue, South San Mateo, San Mateo","3/7/2020 - 3/7/2020, Every day, Daily Average",1779,1306,2422,7
1277,"300 Hayes Street, Civic Center, San Francisco",1755,"3000 Los Prados Street, East San Mateo, San Mateo","3/7/2020 - 3/7/2020, Every day, Daily Average",1426,1180,1722,7
1277,"300 Hayes Street, Civic Center, San Francisco",1759,"600 Sylvan Way, Emerald Hills","3/7/2020 - 3/7/2020, Every day, Daily Average",1971,1572,2469,7
1277,"300 Hayes Street, Civic Center, San Francisco",1761,"100 Fulton Street, Mount Carmel, Redwood City","3/7/2020 - 3/7/2020, Every day, Daily Average",1924,1701,2176,7
1277,"300 Hayes Street, Civic Center, San Francisco",1762,"500 Summit Spring Road, Woodside","3/7/2020 - 3/7/2020, Every day, Daily Average",1968,1595,2427,7
1277,"300 Hayes Street, Civic Center, San Francisco",1764,"300 26th Avenue, Central Richmond, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",931,751,1153,7
1277,"300 Hayes Street, Civic Center, San Francisco",1768,"800 Balboa Street, Richmond District, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",614,456,826,7
1277,"300 Hayes Street, Civic Center, San Francisco",1770,"1800 32nd Avenue, Sunset District, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",875,740,1034,7
1277,"300 Hayes Street, Civic Center, San Francisco",1771,"0 Lopez Avenue, West of Twin Peaks, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",973,751,1260,7
1277,"300 Hayes Street, Civic Center, San Francisco",1772,"0 Rockaway Avenue, West of Twin Peaks, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",1034,801,1334,7
1277,"300 Hayes Street, Civic Center, San Francisco",1773,"0 Majestic Avenue, Ingleside, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",654,487,878,7
1277,"300 Hayes Street, Civic Center, San Francisco",1774,"200 Byxbee Street, Oceanview, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",960,738,1248,7
1277,"300 Hayes Street, Civic Center, San Francisco",1775,"100 Farallones Street, Oceanview, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",703,527,937,7
1277,"300 Hayes Street, Civic Center, San Francisco",1776,"1800 25th Avenue, Sunset District, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",890,664,1191,7
1277,"300 Hayes Street, Civic Center, San Francisco",1777,"7100 Geary Boulevard, Richmond District, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",869,683,1104,7
1277,"300 Hayes Street, Civic Center, San Francisco",1778,"7700 Geary Boulevard, Richmond District, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",969,744,1260,7
1277,"300 Hayes Street, Civic Center, San Francisco",1779,"500 John Muir Drive, Lakeshore, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",1129,852,1494,7
1277,"300 Hayes Street, Civic Center, San Francisco",1780,"1600 McKinnon Avenue, Bayview, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",717,557,921,7
1277,"300 Hayes Street, Civic Center, San Francisco",1781,"1100 Carolina Street, Potrero Hill, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",357,250,509,7
1277,"300 Hayes Street, Civic Center, San Francisco",1783,"1500 Mansell Street, Visitacion Valley, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",729,541,982,7
1277,"300 Hayes Street, Civic Center, San Francisco",1831,"1100 East Arques Avenue, Sunnyvale","3/7/2020 - 3/7/2020, Every day, Daily Average",2414,2251,2588,7
1277,"300 Hayes Street, Civic Center, San Francisco",1833,"500 Logue Avenue, Mountain View","3/7/2020 - 3/7/2020, Every day, Daily Average",2318,2010,2672,7
1277,"300 Hayes Street, Civic Center, San Francisco",1834,"500 Castro Street, Old Mountain View, Mountain View","3/7/2020 - 3/7/2020, Every day, Daily Average",2243,2122,2370,7
1277,"300 Hayes Street, Civic Center, San Francisco",1851,"100 Primrose Way, Duveneck - St. Francis, Palo Alto","3/7/2020 - 3/7/2020, Every day, Daily Average",2080,1768,2446,7
1277,"300 Hayes Street, Civic Center, San Francisco",1852,"0 Ryan Court, Stanford","3/7/2020 - 3/7/2020, Every day, Daily Average",2259,2023,2522,7
1277,"300 Hayes Street, Civic Center, San Francisco",1869,"12900 Tripoli Court, Los Altos Hills","3/7/2020 - 3/7/2020, Every day, Daily Average",2767,2137,3581,7
1277,"300 Hayes Street, Civic Center, San Francisco",1944,"700 Girard Street, Visitacion Valley, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",493,370,656,7
1277,"300 Hayes Street, Civic Center, San Francisco",1951,"400 Delta Street, Visitacion Valley, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",987,671,1450,7
1277,"300 Hayes Street, Civic Center, San Francisco",2116,"0 Waterbury Lane, Novato","3/7/2020 - 3/7/2020, Every day, Daily Average",2047,1780,2353,7
1277,"300 Hayes Street, Civic Center, San Francisco",2118,"2500 Lucas Valley Road, San Rafael","3/7/2020 - 3/7/2020, Every day, Daily Average",1961,1720,2234,7
1277,"300 Hayes Street, Civic Center, San Francisco",2120,"0 Reservoir Road, San Rafael","3/7/2020 - 3/7/2020, Every day, Daily Average",1711,1519,1926,7
1277,"300 Hayes Street, Civic Center, San Francisco",2121,"2900 Kerner Boulevard, San Rafael","3/7/2020 - 3/7/2020, Every day, Daily Average",1601,1408,1819,7
1277,"300 Hayes Street, Civic Center, San Francisco",2127,"0 Hamilton Drive, Mill Valley","3/7/2020 - 3/7/2020, Every day, Daily Average",1271,1091,1480,7
1277,"300 Hayes Street, Civic Center, San Francisco",2131,"700 Vía Casitas, Greenbrae, Larkspur","3/7/2020 - 3/7/2020, Every day, Daily Average",1631,1484,1792,7
1277,"300 Hayes Street, Civic Center, San Francisco",2132,"300 Vista Grande, Greenbrae, Kentfield","3/7/2020 - 3/7/2020, Every day, Daily Average",1531,1354,1730,7
1277,"300 Hayes Street, Civic Center, San Francisco",2133,"600 Manzanita Avenue, Corte Madera","3/7/2020 - 3/7/2020, Every day, Daily Average",1428,1223,1667,7
1277,"300 Hayes Street, Civic Center, San Francisco",2135,"0 Fairway Drive, Mill Valley","3/7/2020 - 3/7/2020, Every day, Daily Average",1342,1246,1445,7
1277,"300 Hayes Street, Civic Center, San Francisco",2136,"300 Carrera Drive, Mill Valley","3/7/2020 - 3/7/2020, Every day, Daily Average",1197,1011,1416,7
1277,"300 Hayes Street, Civic Center, San Francisco",2137,"0 West Harbor Drive, Sausalito","3/7/2020 - 3/7/2020, Every day, Daily Average",1156,968,1379,7
1277,"300 Hayes Street, Civic Center, San Francisco",2155,"3100 North Shoreline Boulevard, Mountain View","3/7/2020 - 3/7/2020, Every day, Daily Average",2037,1787,2321,7
1277,"300 Hayes Street, Civic Center, San Francisco",2169,"1000 Liege Terrace, Morse Park, Sunnyvale","3/7/2020 - 3/7/2020, Every day, Daily Average",2447,2118,2826,7
1277,"300 Hayes Street, Civic Center, San Francisco",2170,"2500 Junction Avenue, North San Jose, San Jose","3/7/2020 - 3/7/2020, Every day, Daily Average",2819,2404,3305,7
1277,"300 Hayes Street, Civic Center, San Francisco",2171,"1400 Airport Boulevard, North San Jose, San Jose","3/7/2020 - 3/7/2020, Every day, Daily Average",2872,2430,3394,7
1277,"300 Hayes Street, Civic Center, San Francisco",2187,"4200 Middle Harbor Road, Oakland","3/7/2020 - 3/7/2020, Every day, Daily Average",829,695,987,7
1277,"300 Hayes Street, Civic Center, San Francisco",2199,"1900 Hughes Drive, Monument Corridor, Concord","3/7/2020 - 3/7/2020, Every day, Daily Average",1854,1618,2124,7
1277,"300 Hayes Street, Civic Center, San Francisco",2213,"800 40th Street, Longfellow, Oakland","3/7/2020 - 3/7/2020, Every day, Daily Average",1004,759,1327,7
1277,"300 Hayes Street, Civic Center, San Francisco",2215,"1500 East 31st Street, Tuxedo, Oakland","3/7/2020 - 3/7/2020, Every day, Daily Average",1063,863,1309,7
1277,"300 Hayes Street, Civic Center, San Francisco",2218,"5300 Underwood Avenue, Mills College, Oakland","3/7/2020 - 3/7/2020, Every day, Daily Average",1248,1028,1515,7
1277,"300 Hayes Street, Civic Center, San Francisco",2222,"Junipero Serra Freeway, Cupertino","3/7/2020 - 3/7/2020, Every day, Daily Average",2950,2334,3728,7
1277,"300 Hayes Street, Civic Center, San Francisco",2229,"0 Kirby Place, Crescent Park, Palo Alto","3/7/2020 - 3/7/2020, Every day, Daily Average",2218,1839,2674,7
1277,"300 Hayes Street, Civic Center, San Francisco",2231,"100 Garden Lane, Millbrae","3/7/2020 - 3/7/2020, Every day, Daily Average",1031,836,1270,7
1277,"300 Hayes Street, Civic Center, San Francisco",2244,"0 Crystal Springs Terrace, Hillsborough Park, Hillsborough","3/7/2020 - 3/7/2020, Every day, Daily Average",1478,1184,1843,7
1277,"300 Hayes Street, Civic Center, San Francisco",2246,"900 Baker Way, East San Mateo, San Mateo","3/7/2020 - 3/7/2020, Every day, Daily Average",1580,1207,2067,7
1277,"300 Hayes Street, Civic Center, San Francisco",2247,"J. Arthur Younger Freeway, Foster City","3/7/2020 - 3/7/2020, Every day, Daily Average",1660,1291,2134,7
1277,"300 Hayes Street, Civic Center, San Francisco",2248,"1600 Notre Dame Avenue, Belmont","3/7/2020 - 3/7/2020, Every day, Daily Average",1687,1520,1871,7
1277,"300 Hayes Street, Civic Center, San Francisco",2250,"Hassler Trail, Redwood City","3/7/2020 - 3/7/2020, Every day, Daily Average",1884,1493,2376,7
1277,"300 Hayes Street, Civic Center, San Francisco",2281,"0 Corte Palos Verdes, Tiburon, Belvedere Tiburon","3/7/2020 - 3/7/2020, Every day, Daily Average",1325,1123,1562,7
1277,"300 Hayes Street, Civic Center, San Francisco",2308,"300 Fremont Street, South of Market, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",503,341,740,7
1277,"300 Hayes Street, Civic Center, San Francisco",2311,"2700 Larkin Street, Russian Hill, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",512,372,704,7
1277,"300 Hayes Street, Civic Center, San Francisco",2312,"2100 Webster Street, Pacific Heights, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",456,318,652,7
1277,"300 Hayes Street, Civic Center, San Francisco",2313,"1300 Webster Street, Western Addition, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",292,196,434,7
1277,"300 Hayes Street, Civic Center, San Francisco",2314,"300 Waller Street, Western Addition, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",215,148,311,7
1277,"300 Hayes Street, Civic Center, San Francisco",2315,"0 Duboce Avenue, South of Market, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",172,107,274,7
1277,"300 Hayes Street, Civic Center, San Francisco",2316,"2800 Folsom Street, Mission District, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",577,412,807,7
1277,"300 Hayes Street, Civic Center, San Francisco",2317,"100 Coleridge Street, Bernal Heights, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",722,560,930,7
1277,"300 Hayes Street, Civic Center, San Francisco",2318,"100 Santa Rosa Avenue, Outer Mission, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",586,417,822,7
1277,"300 Hayes Street, Civic Center, San Francisco",2319,"300 Lisbon Street, Excelsior, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",802,592,1086,7
1277,"300 Hayes Street, Civic Center, San Francisco",2321,"400 Irving Street, Inner Sunset, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",544,389,759,7
1277,"300 Hayes Street, Civic Center, San Francisco",2322,"100 Eastwood Drive, West of Twin Peaks, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",802,604,1064,7
1277,"300 Hayes Street, Civic Center, San Francisco",2323,"2600 40th Avenue, Sunset District, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",1002,861,1165,7
1277,"300 Hayes Street, Civic Center, San Francisco",2330,"0 Peoria Street, Crocker, Daly City","3/7/2020 - 3/7/2020, Every day, Daily Average",1068,846,1346,7
1277,"300 Hayes Street, Civic Center, San Francisco",2332,"2700 Adeline Street, South Berkeley, Berkeley","3/7/2020 - 3/7/2020, Every day, Daily Average",1436,1102,1870,7
1277,"300 Hayes Street, Civic Center, San Francisco",2339,"Frenchmans Creek Road, Half Moon Bay","3/7/2020 - 3/7/2020, Every day, Daily Average",1393,1101,1761,7
1277,"300 Hayes Street, Civic Center, San Francisco",2340,"0 Mason Street, Tenderloin, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",430,289,638,7
1277,"300 Hayes Street, Civic Center, San Francisco",2343,"West Point Road, Bayview, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",851,699,1035,7
1277,"300 Hayes Street, Civic Center, San Francisco",2344,"600 3rd Avenue, Richmond District, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",560,418,750,7
1277,"300 Hayes Street, Civic Center, San Francisco",2346,"0 Glen Avenue, Piedmont Avenue, Oakland","3/7/2020 - 3/7/2020, Every day, Daily Average",1163,1023,1322,7
1277,"300 Hayes Street, Civic Center, San Francisco",2348,"7700 Sunkist Drive, Eastmont Hills, Oakland","3/7/2020 - 3/7/2020, Every day, Daily Average",1334,1102,1614,7
1277,"300 Hayes Street, Civic Center, San Francisco",2349,"1600 Ward Street, South Berkeley, Berkeley","3/7/2020 - 3/7/2020, Every day, Daily Average",1174,969,1422,7
1277,"300 Hayes Street, Civic Center, San Francisco",2352,"600 Shasta Street, Staumbaugh Heller, Redwood City","3/7/2020 - 3/7/2020, Every day, Daily Average",1789,1593,2008,7
1277,"300 Hayes Street, Civic Center, San Francisco",2367,"0 Los Norrabos, El Toyonal, Orinda","3/7/2020 - 3/7/2020, Every day, Daily Average",1293,1035,1614,7
1277,"300 Hayes Street, Civic Center, San Francisco",2403,"2800 Forest Avenue, Berkeley","3/7/2020 - 3/7/2020, Every day, Daily Average",1461,1260,1693,7
1277,"300 Hayes Street, Civic Center, San Francisco",2404,"500 Fairway Drive, Novato","3/7/2020 - 3/7/2020, Every day, Daily Average",2081,1840,2353,7
1277,"300 Hayes Street, Civic Center, San Francisco",2423,"21800 Tanglewood Drive, Castro Valley","3/7/2020 - 3/7/2020, Every day, Daily Average",1812,1431,2293,7
1277,"300 Hayes Street, Civic Center, San Francisco",2434,"1000 18th Street, West Oakland, Oakland","3/7/2020 - 3/7/2020, Every day, Daily Average",907,767,1072,7
1277,"300 Hayes Street, Civic Center, San Francisco",2435,"4700 Clarewood Drive, Upper Rockridge, Oakland","3/7/2020 - 3/7/2020, Every day, Daily Average",1322,1107,1577,7
1277,"300 Hayes Street, Civic Center, San Francisco",2437,"3200 38th Avenue, Allendale, Oakland","3/7/2020 - 3/7/2020, Every day, Daily Average",1185,958,1464,7
1277,"300 Hayes Street, Civic Center, San Francisco",2441,"100 Octavia Street, Western Addition, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",86,38,191,7
1277,"300 Hayes Street, Civic Center, San Francisco",2442,"2800 Mission Street, Mission District, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",516,399,666,7
1277,"300 Hayes Street, Civic Center, San Francisco",2443,"500 22nd Street, Potrero Hill, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",651,479,883,7
1277,"300 Hayes Street, Civic Center, San Francisco",2451,"700 Westlake Center, Westlake, Daly City","3/7/2020 - 3/7/2020, Every day, Daily Average",820,593,1132,7
1277,"300 Hayes Street, Civic Center, San Francisco",2452,"400 Verducci Drive, Serramonte, Daly City","3/7/2020 - 3/7/2020, Every day, Daily Average",1045,747,1461,7
1277,"300 Hayes Street, Civic Center, San Francisco",2453,"0 Orange Court, Country Club Manor, Hillsborough","3/7/2020 - 3/7/2020, Every day, Daily Average",1406,1129,1750,7
1277,"300 Hayes Street, Civic Center, San Francisco",2454,"0 16th Avenue, Hayward Park, San Mateo","3/7/2020 - 3/7/2020, Every day, Daily Average",1626,1206,2191,7
1277,"300 Hayes Street, Civic Center, San Francisco",2460,"1300 Montgomery Street, North Beach, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",697,520,934,7
1277,"300 Hayes Street, Civic Center, San Francisco",2463,"200 Moncada Way, Oceanview, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",1024,775,1352,7
1277,"300 Hayes Street, Civic Center, San Francisco",2464,"1700 47th Avenue, Sunset District, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",989,803,1217,7
1277,"300 Hayes Street, Civic Center, San Francisco",2465,"Diamond Cove Terrace, Bayview, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",531,401,702,7
1277,"300 Hayes Street, Civic Center, San Francisco",2466,"400 Amador Street, Bayview, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",522,382,713,7
1277,"300 Hayes Street, Civic Center, San Francisco",2483,"100 Burns Court, Pleasant Hill","3/7/2020 - 3/7/2020, Every day, Daily Average",1736,1533,1964,7
1277,"300 Hayes Street, Civic Center, San Francisco",2485,"0 Jolie Lane, Walnut Creek","3/7/2020 - 3/7/2020, Every day, Daily Average",1747,1524,2002,7
1277,"300 Hayes Street, Civic Center, San Francisco",2495,"100 Shrader Street, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",312,212,458,7
1277,"300 Hayes Street, Civic Center, San Francisco",2496,"100 Diamond Street, The Castro, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",485,379,619,7
1277,"300 Hayes Street, Civic Center, San Francisco",2497,"600 Tompkins Avenue, Bernal Heights, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",462,328,650,7
1277,"300 Hayes Street, Civic Center, San Francisco",2498,"700 Rolph Street, Crocker-Amazon, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",1015,826,1245,7
1277,"300 Hayes Street, Civic Center, San Francisco",2499,"400 Faxon Avenue, Ingleside, San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",772,577,1032,7
1277,"300 Hayes Street, Civic Center, San Francisco",2502,"Old Guadalupe Trail, Daly City","3/7/2020 - 3/7/2020, Every day, Daily Average",1059,903,1241,7
1277,"300 Hayes Street, Civic Center, San Francisco",2503,"3700 Callan Boulevard, Westborough, South San Francisco","3/7/2020 - 3/7/2020, Every day, Daily Average",1145,826,1585,7
1277,"300 Hayes Street, Civic Center, San Francisco",2504,"5900 Cabrillo Highway, Pacifica","3/7/2020 - 3/7/2020, Every day, Daily Average",1248,1128,1379,7
1277,"300 Hayes Street, Civic Center, San Francisco",2505,"1000 Commodore Drive, San Bruno","3/7/2020 - 3/7/2020, Every day, Daily Average",1050,722,1525,7
1277,"300 Hayes Street, Civic Center, San Francisco",2513,"300 O' Connor Street, The Willows, Menlo Park","3/7/2020 - 3/7/2020, Every day, Daily Average",1974,1701,2289,7
1277,"300 Hayes Street, Civic Center, San Francisco",2520,"3200 Shawn Way, Hayward","3/7/2020 - 3/7/2020, Every day, Daily Average",1716,1551,1898,7
1277,"300 Hayes Street, Civic Center, San Francisco",2525,"1200 Elko Drive, Sunnyvale","3/7/2020 - 3/7/2020, Every day, Daily Average",2609,2226,3057,7
