Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds),day
1277,"300 Hayes Street, Civic Center, San Francisco",9,"500 Hyde Street, Tenderloin, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",322,211,489,1
1277,"300 Hayes Street, Civic Center, San Francisco",20,"900 Sutter Street, Lower Nob Hill, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",291,179,470,1
1277,"300 Hayes Street, Civic Center, San Francisco",21,"3400 Pierce Street, Marina District, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",635,438,920,1
1277,"300 Hayes Street, Civic Center, San Francisco",44,"1700 Egbert Avenue, Bayview, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",786,566,1090,1
1277,"300 Hayes Street, Civic Center, San Francisco",46,"500 Chester Street, West Oakland, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",891,682,1162,1
1277,"300 Hayes Street, Civic Center, San Francisco",58,"5600 Genoa Street, Santa Fe, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1105,842,1448,1
1277,"300 Hayes Street, Civic Center, San Francisco",60,"33900 Emilia Lane, Ardenwood, Fremont","3/1/2020 - 3/1/2020, Every day, Daily Average",2459,1988,3040,1
1277,"300 Hayes Street, Civic Center, San Francisco",78,"1400 Thomas Avenue, Bayview, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",789,640,971,1
1277,"300 Hayes Street, Civic Center, San Francisco",79,"1500 California Street, Polk Gulch, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",339,213,537,1
1277,"300 Hayes Street, Civic Center, San Francisco",80,"0 Farren Street, Western Addition, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",324,238,439,1
1277,"300 Hayes Street, Civic Center, San Francisco",81,"0 Berkeley Way, Diamond Heights, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",894,673,1186,1
1277,"300 Hayes Street, Civic Center, San Francisco",82,"2700 25th Street, Mission District, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",374,259,539,1
1277,"300 Hayes Street, Civic Center, San Francisco",87,"2200 Wyandotte Street, Mountain View","3/1/2020 - 3/1/2020, Every day, Daily Average",2227,1971,2515,1
1277,"300 Hayes Street, Civic Center, San Francisco",90,"300 Heathcliff Drive, Westview, Pacifica","3/1/2020 - 3/1/2020, Every day, Daily Average",1262,1004,1585,1
1277,"300 Hayes Street, Civic Center, San Francisco",91,"700 Industrial Road, San Carlos","3/1/2020 - 3/1/2020, Every day, Daily Average",1586,1341,1875,1
1277,"300 Hayes Street, Civic Center, San Francisco",96,"2200 Bonar Street, Poets Corner, Berkeley","3/1/2020 - 3/1/2020, Every day, Daily Average",1271,1000,1614,1
1277,"300 Hayes Street, Civic Center, San Francisco",98,"500 10th Street, Downtown Oakland, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",999,732,1361,1
1277,"300 Hayes Street, Civic Center, San Francisco",102,"500 Mount Street, East Richmond, Richmond","3/1/2020 - 3/1/2020, Every day, Daily Average",1433,1015,2022,1
1277,"300 Hayes Street, Civic Center, San Francisco",108,"400 West Sunset Boulevard, Hayward","3/1/2020 - 3/1/2020, Every day, Daily Average",1956,1521,2515,1
1277,"300 Hayes Street, Civic Center, San Francisco",113,"1200 Hayes Street, Western Addition, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",187,115,301,1
1277,"300 Hayes Street, Civic Center, San Francisco",117,"100 Edgemar Street, Crocker, Daly City","3/1/2020 - 3/1/2020, Every day, Daily Average",1102,831,1459,1
1277,"300 Hayes Street, Civic Center, San Francisco",123,"20000 Merritt Drive, Cupertino","3/1/2020 - 3/1/2020, Every day, Daily Average",2698,2599,2799,1
1277,"300 Hayes Street, Civic Center, San Francisco",127,"2000 Waverley Street, Old Palo Alto, Palo Alto","3/1/2020 - 3/1/2020, Every day, Daily Average",2156,1917,2423,1
1277,"300 Hayes Street, Civic Center, San Francisco",151,"500 20th Street, Downtown Oakland, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",987,838,1161,1
1277,"300 Hayes Street, Civic Center, San Francisco",155,"400 North Mary Avenue, Sunnyvale West, Sunnyvale","3/1/2020 - 3/1/2020, Every day, Daily Average",2530,2227,2873,1
1277,"300 Hayes Street, Civic Center, San Francisco",165,"2200 Franklin Street, Pacific Heights, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",272,178,415,1
1277,"300 Hayes Street, Civic Center, San Francisco",181,"3400 Richmond Boulevard, Oakland Ave - Harrison St, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1056,768,1451,1
1277,"300 Hayes Street, Civic Center, San Francisco",184,"0 South Almaden Boulevard, Central San Jose, San Jose","3/1/2020 - 3/1/2020, Every day, Daily Average",3171,2732,3679,1
1277,"300 Hayes Street, Civic Center, San Francisco",186,"1800 Vicente Street, Sunset District, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",1250,965,1618,1
1277,"300 Hayes Street, Civic Center, San Francisco",194,"600 Aileen Street, Upper Telegraph, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1064,897,1261,1
1277,"300 Hayes Street, Civic Center, San Francisco",206,"1300 15th Street, Mission District, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",257,163,404,1
1277,"300 Hayes Street, Civic Center, San Francisco",207,"1100 Guerrero Street, Mission District, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",594,450,783,1
1277,"300 Hayes Street, Civic Center, San Francisco",208,"600 Alabama Street, Mission District, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",433,323,578,1
1277,"300 Hayes Street, Civic Center, San Francisco",209,"300 Wilde Avenue, Visitacion Valley, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",525,392,702,1
1277,"300 Hayes Street, Civic Center, San Francisco",210,"100 Ramsell Street, Oceanview, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",814,588,1126,1
1277,"300 Hayes Street, Civic Center, San Francisco",211,"200 16th Avenue, Richmond District, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",853,680,1068,1
1277,"300 Hayes Street, Civic Center, San Francisco",212,"500 Washington Street, Financial District, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",700,505,969,1
1277,"300 Hayes Street, Civic Center, San Francisco",232,"1000 Beech Street, East Palo Alto","3/1/2020 - 3/1/2020, Every day, Daily Average",2020,1778,2293,1
1277,"300 Hayes Street, Civic Center, San Francisco",234,"100 Domestic Terminals Departures Level, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",1026,848,1240,1
1277,"300 Hayes Street, Civic Center, San Francisco",242,"0 El Pavo Real Circle, San Rafael","3/1/2020 - 3/1/2020, Every day, Daily Average",1948,1575,2408,1
1277,"300 Hayes Street, Civic Center, San Francisco",264,"300 Irwin Street, San Rafael","3/1/2020 - 3/1/2020, Every day, Daily Average",1815,1384,2380,1
1277,"300 Hayes Street, Civic Center, San Francisco",277,"500 El Paseo Drive, Sobrante Park, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1519,1217,1895,1
1277,"300 Hayes Street, Civic Center, San Francisco",283,"6100 San Pablo Avenue, Paradise Park, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1202,907,1591,1
1277,"300 Hayes Street, Civic Center, San Francisco",284,"300 45th Street, Temescal, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1365,904,2059,1
1277,"300 Hayes Street, Civic Center, San Francisco",285,"1600 Maritime Street, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",815,588,1128,1
1277,"300 Hayes Street, Civic Center, San Francisco",286,"1000 10th Street, West Oakland, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",944,702,1267,1
1277,"300 Hayes Street, Civic Center, San Francisco",288,"14700 Wiley Street, Washington Manor - Bonaire, San Leandro","3/1/2020 - 3/1/2020, Every day, Daily Average",1712,1259,2326,1
1277,"300 Hayes Street, Civic Center, San Francisco",299,"Chinatown / North Beach Campus, Russian Hill, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",605,449,813,1
1277,"300 Hayes Street, Civic Center, San Francisco",302,"0 Bass Court, Bayview, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",892,638,1246,1
1277,"300 Hayes Street, Civic Center, San Francisco",303,"Bay Trail, Sunnyvale","3/1/2020 - 3/1/2020, Every day, Daily Average",2450,2151,2789,1
1277,"300 Hayes Street, Civic Center, San Francisco",304,"500 Zook Road, Mountain View","3/1/2020 - 3/1/2020, Every day, Daily Average",2386,2111,2696,1
1277,"300 Hayes Street, Civic Center, San Francisco",306,"200 Silverlake Drive, Lakewood, Sunnyvale","3/1/2020 - 3/1/2020, Every day, Daily Average",2595,2222,3030,1
1277,"300 Hayes Street, Civic Center, San Francisco",311,"200 Northgate Avenue, Westlake, Daly City","3/1/2020 - 3/1/2020, Every day, Daily Average",788,588,1055,1
1277,"300 Hayes Street, Civic Center, San Francisco",314,"200 Alta Mesa Drive, Serra Highlands, South San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",1122,802,1569,1
1277,"300 Hayes Street, Civic Center, San Francisco",315,"900 Veterans Boulevard, Redwood City","3/1/2020 - 3/1/2020, Every day, Daily Average",1657,1438,1908,1
1277,"300 Hayes Street, Civic Center, San Francisco",321,"Nimitz Freeway, Downtown Oakland, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1055,774,1436,1
1277,"300 Hayes Street, Civic Center, San Francisco",322,"300 Warwick Avenue, Adams Point, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1031,785,1352,1
1277,"300 Hayes Street, Civic Center, San Francisco",323,"900 Embarcadero West, West Oakland, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",941,757,1168,1
1277,"300 Hayes Street, Civic Center, San Francisco",328,"5000 Franklin Drive, Pleasanton","3/1/2020 - 3/1/2020, Every day, Daily Average",2276,1907,2715,1
1277,"300 Hayes Street, Civic Center, San Francisco",333,"15900 Via Paro, San Lorenzo","3/1/2020 - 3/1/2020, Every day, Daily Average",1775,1448,2175,1
1277,"300 Hayes Street, Civic Center, San Francisco",338,"100 Hinman Road, Redwood City","3/1/2020 - 3/1/2020, Every day, Daily Average",1724,1466,2026,1
1277,"300 Hayes Street, Civic Center, San Francisco",345,"400 Moffett Boulevard, Mountain View","3/1/2020 - 3/1/2020, Every day, Daily Average",2327,2059,2628,1
1277,"300 Hayes Street, Civic Center, San Francisco",347,"900 Sycamore Drive, Midtown, Palo Alto","3/1/2020 - 3/1/2020, Every day, Daily Average",2149,1887,2447,1
1277,"300 Hayes Street, Civic Center, San Francisco",385,"0 Valley View Road, Orinda","3/1/2020 - 3/1/2020, Every day, Daily Average",1411,1105,1801,1
1277,"300 Hayes Street, Civic Center, San Francisco",387,"2100 Manchester Road, San Leandro","3/1/2020 - 3/1/2020, Every day, Daily Average",1866,1405,2478,1
1277,"300 Hayes Street, Civic Center, San Francisco",388,"1700 Doolittle Drive, Davis Tract, San Leandro","3/1/2020 - 3/1/2020, Every day, Daily Average",1608,1208,2138,1
1277,"300 Hayes Street, Civic Center, San Francisco",389,"1000 Burkhart Avenue, Washington Manor - Bonaire, San Leandro","3/1/2020 - 3/1/2020, Every day, Daily Average",1742,1342,2260,1
1277,"300 Hayes Street, Civic Center, San Francisco",392,"27900 Ormond Avenue, Tennyson - Alquire, Hayward","3/1/2020 - 3/1/2020, Every day, Daily Average",2293,1772,2966,1
1277,"300 Hayes Street, Civic Center, San Francisco",394,"3600 Page Street, Friendly Acres, Redwood City","3/1/2020 - 3/1/2020, Every day, Daily Average",1806,1566,2081,1
1277,"300 Hayes Street, Civic Center, San Francisco",403,"800 Pine Lane, San Rafael","3/1/2020 - 3/1/2020, Every day, Daily Average",2081,1707,2535,1
1277,"300 Hayes Street, Civic Center, San Francisco",408,"1800 Hillside Boulevard, Colma","3/1/2020 - 3/1/2020, Every day, Daily Average",1016,856,1205,1
1277,"300 Hayes Street, Civic Center, San Francisco",409,"200 Nelson Avenue, Edgemar - Pacific Manor, Pacifica","3/1/2020 - 3/1/2020, Every day, Daily Average",938,772,1138,1
1277,"300 Hayes Street, Civic Center, San Francisco",416,"2700 Contra Costa Canal Trail, Walnut Creek","3/1/2020 - 3/1/2020, Every day, Daily Average",1817,1517,2174,1
1277,"300 Hayes Street, Civic Center, San Francisco",423,"200 Locust Avenue, San Rafael","3/1/2020 - 3/1/2020, Every day, Daily Average",1896,1474,2438,1
1277,"300 Hayes Street, Civic Center, San Francisco",433,"600 Vanessa Drive, Central San Mateo, San Mateo","3/1/2020 - 3/1/2020, Every day, Daily Average",1404,1129,1745,1
1277,"300 Hayes Street, Civic Center, San Francisco",434,"1300 Franklin Street, Western Addition, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",190,116,309,1
1277,"300 Hayes Street, Civic Center, San Francisco",443,"New Corona Heights Trail, The Castro, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",498,376,658,1
1277,"300 Hayes Street, Civic Center, San Francisco",445,"900 Divisadero Street, Western Addition, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",282,196,404,1
1277,"300 Hayes Street, Civic Center, San Francisco",446,"1000 El Centro Avenue, Glenview, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1219,891,1666,1
1277,"300 Hayes Street, Civic Center, San Francisco",447,"2600 Alvarado Street, Floresta Gardens - Bradrick, San Leandro","3/1/2020 - 3/1/2020, Every day, Daily Average",1798,1338,2414,1
1277,"300 Hayes Street, Civic Center, San Francisco",452,"1200 Green Street, Russian Hill, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",435,294,643,1
1277,"300 Hayes Street, Civic Center, San Francisco",456,"1000 56th Street, Gaskill, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1175,864,1596,1
1277,"300 Hayes Street, Civic Center, San Francisco",457,"3100 West Street, Hoover - Foster, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",937,690,1271,1
1277,"300 Hayes Street, Civic Center, San Francisco",458,"900 Webster Street, Downtown Oakland, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1037,762,1410,1
1277,"300 Hayes Street, Civic Center, San Francisco",463,"2000 Bancroft Way, Downtown Berkeley, Berkeley","3/1/2020 - 3/1/2020, Every day, Daily Average",1569,1217,2022,1
1277,"300 Hayes Street, Civic Center, San Francisco",464,"1600 Fairview Street, South Berkeley, Berkeley","3/1/2020 - 3/1/2020, Every day, Daily Average",1102,900,1349,1
1277,"300 Hayes Street, Civic Center, San Francisco",469,"1800 Southgate Street, Southgate, Hayward","3/1/2020 - 3/1/2020, Every day, Daily Average",2090,1673,2610,1
1277,"300 Hayes Street, Civic Center, San Francisco",475,"1500 Lacassie Avenue, Walnut Creek","3/1/2020 - 3/1/2020, Every day, Daily Average",1837,1486,2270,1
1277,"300 Hayes Street, Civic Center, San Francisco",477,"0 Tara Road, Northwood - Tara, Orinda","3/1/2020 - 3/1/2020, Every day, Daily Average",1368,1081,1730,1
1277,"300 Hayes Street, Civic Center, San Francisco",488,"0 Oak Gate Place, Pleasant Hill","3/1/2020 - 3/1/2020, Every day, Daily Average",1874,1575,2228,1
1277,"300 Hayes Street, Civic Center, San Francisco",495,"4200 Shelter Creek Lane, San Bruno","3/1/2020 - 3/1/2020, Every day, Daily Average",1103,853,1426,1
1277,"300 Hayes Street, Civic Center, San Francisco",528,"600 Lexington Way, Oak Grove Manor, Burlingame","3/1/2020 - 3/1/2020, Every day, Daily Average",1200,953,1510,1
1277,"300 Hayes Street, Civic Center, San Francisco",532,"200 Beach Street, North Beach, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",725,543,967,1
1277,"300 Hayes Street, Civic Center, San Francisco",533,"1400 Grant Avenue, North Beach, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",631,450,884,1
1277,"300 Hayes Street, Civic Center, San Francisco",534,"200 Walnut Street, Presidio Heights, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",620,464,827,1
1277,"300 Hayes Street, Civic Center, San Francisco",535,"0 Rossi Avenue, Richmond District, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",470,364,605,1
1277,"300 Hayes Street, Civic Center, San Francisco",536,"800 Franklin Street, Fillmore District, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",98,58,164,1
1277,"300 Hayes Street, Civic Center, San Francisco",537,"500 Webster Street, Western Addition, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",89,46,168,1
1277,"300 Hayes Street, Civic Center, San Francisco",541,"200 San Fernando Way, St. Francis, Daly City","3/1/2020 - 3/1/2020, Every day, Daily Average",876,668,1147,1
1277,"300 Hayes Street, Civic Center, San Francisco",542,"2200 Kenry Way, Westborough, South San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",1130,846,1508,1
1277,"300 Hayes Street, Civic Center, San Francisco",543,"2500 Carmel Drive, San Bruno","3/1/2020 - 3/1/2020, Every day, Daily Average",1215,899,1640,1
1277,"300 Hayes Street, Civic Center, San Francisco",554,"200 2nd Street, Sunnyvale","3/1/2020 - 3/1/2020, Every day, Daily Average",2501,2206,2835,1
1277,"300 Hayes Street, Civic Center, San Francisco",555,"500 Aldo Avenue, Santa Clara","3/1/2020 - 3/1/2020, Every day, Daily Average",2807,2446,3221,1
1277,"300 Hayes Street, Civic Center, San Francisco",561,"100 Nancy Court, Old Mountain View, Mountain View","3/1/2020 - 3/1/2020, Every day, Daily Average",2330,2156,2516,1
1277,"300 Hayes Street, Civic Center, San Francisco",591,"2500 10th Avenue, Bella Vista, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1150,858,1540,1
1277,"300 Hayes Street, Civic Center, San Francisco",595,"200 Ghormley Avenue, Brookfield Village, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1548,1147,2088,1
1277,"300 Hayes Street, Civic Center, San Francisco",597,"1600 Eighth Street, Northwest Berkeley, Berkeley","3/1/2020 - 3/1/2020, Every day, Daily Average",1259,1000,1583,1
1277,"300 Hayes Street, Civic Center, San Francisco",598,"3000 Colby Street, Elmwood, Berkeley","3/1/2020 - 3/1/2020, Every day, Daily Average",1180,1023,1360,1
1277,"300 Hayes Street, Civic Center, San Francisco",602,"22000 Cameron Street, Castro Valley","3/1/2020 - 3/1/2020, Every day, Daily Average",1939,1471,2554,1
1277,"300 Hayes Street, Civic Center, San Francisco",605,"24500 Surrey Way, Santa Clara, Hayward","3/1/2020 - 3/1/2020, Every day, Daily Average",2439,1989,2990,1
1277,"300 Hayes Street, Civic Center, San Francisco",608,"700 11th Street, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1016,723,1426,1
1277,"300 Hayes Street, Civic Center, San Francisco",609,"700 19th Street, West Oakland, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1076,778,1487,1
1277,"300 Hayes Street, Civic Center, San Francisco",610,"1600 Webster Street, Downtown, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1036,826,1297,1
1277,"300 Hayes Street, Civic Center, San Francisco",611,"200 Park View Terrace, Adams Point, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1106,889,1375,1
1277,"300 Hayes Street, Civic Center, San Francisco",612,"500 El Dorado Avenue, Grand Lake, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1187,937,1502,1
1277,"300 Hayes Street, Civic Center, San Francisco",624,"3300 Beechwood Drive, Stanley, Lafayette","3/1/2020 - 3/1/2020, Every day, Daily Average",1622,1296,2029,1
1277,"300 Hayes Street, Civic Center, San Francisco",628,"2300 Santa Clara Street, Richmond Annex, Richmond","3/1/2020 - 3/1/2020, Every day, Daily Average",1397,941,2072,1
1277,"300 Hayes Street, Civic Center, San Francisco",629,"100 Guerrero Street, Mission Dolores, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",185,106,321,1
1277,"300 Hayes Street, Civic Center, San Francisco",641,"1400 Jackson Street, Nob Hill, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",401,265,605,1
1277,"300 Hayes Street, Civic Center, San Francisco",642,"600 Grant Avenue, Chinatown, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",641,469,874,1
1277,"300 Hayes Street, Civic Center, San Francisco",643,"200 Myrtle Street, Tenderloin, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",253,152,419,1
1277,"300 Hayes Street, Civic Center, San Francisco",644,"200 Jones Street, Tenderloin, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",356,221,571,1
1277,"300 Hayes Street, Civic Center, San Francisco",645,"1400 Chestnut Street, Marina District, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",401,281,571,1
1277,"300 Hayes Street, Civic Center, San Francisco",646,"500 Clayton Street, Haight-Ashbury, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",379,266,538,1
1277,"300 Hayes Street, Civic Center, San Francisco",647,"800 Ashbury Street, Ashbury Heights, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",506,351,729,1
1277,"300 Hayes Street, Civic Center, San Francisco",648,"3800 19th Street, Dolores Heights, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",471,367,603,1
1277,"300 Hayes Street, Civic Center, San Francisco",649,"1000 Diamond Street, Noe Valley, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",803,607,1061,1
1277,"300 Hayes Street, Civic Center, San Francisco",650,"700 Rhode Island Street, Potrero Hill, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",323,212,491,1
1277,"300 Hayes Street, Civic Center, San Francisco",651,"2900 22nd Street, Mission District, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",491,392,614,1
1277,"300 Hayes Street, Civic Center, San Francisco",652,"300 Hale Street, Excelsior, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",449,323,623,1
1277,"300 Hayes Street, Civic Center, San Francisco",653,"600 Lisbon Street, Excelsior, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",1054,856,1296,1
1277,"300 Hayes Street, Civic Center, San Francisco",659,"200 Staples Avenue, Outer Mission, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",651,469,903,1
1277,"300 Hayes Street, Civic Center, San Francisco",660,"1900 Lawton Street, Sunset District, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",834,602,1154,1
1277,"300 Hayes Street, Civic Center, San Francisco",661,"Building F, Buckingham Way, Lakeshore, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",1406,1083,1823,1
1277,"300 Hayes Street, Civic Center, San Francisco",662,"1300 46th Avenue, Sunset District, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",836,672,1039,1
1277,"300 Hayes Street, Civic Center, San Francisco",663,"200 21st Avenue, Central Richmond, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",912,724,1147,1
1277,"300 Hayes Street, Civic Center, San Francisco",664,"700 32nd Avenue, Richmond District, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",824,652,1040,1
1277,"300 Hayes Street, Civic Center, San Francisco",665,"0 Brookdale Avenue, Visitacion Valley, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",1062,768,1467,1
1277,"300 Hayes Street, Civic Center, San Francisco",666,"1200 El Camino Del Mar, Sea Cliff, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",1041,838,1292,1
1277,"300 Hayes Street, Civic Center, San Francisco",675,"200 Oriente Street, Bayshore Heights, Daly City","3/1/2020 - 3/1/2020, Every day, Daily Average",876,597,1285,1
1277,"300 Hayes Street, Civic Center, San Francisco",676,"300 Citrus Avenue, Daly City","3/1/2020 - 3/1/2020, Every day, Daily Average",854,634,1148,1
1277,"300 Hayes Street, Civic Center, San Francisco",677,"0 Ridgefield Avenue, St. Francis, Daly City","3/1/2020 - 3/1/2020, Every day, Daily Average",992,745,1319,1
1277,"300 Hayes Street, Civic Center, San Francisco",678,"2500 Crestmoor Drive, San Bruno","3/1/2020 - 3/1/2020, Every day, Daily Average",1163,888,1521,1
1277,"300 Hayes Street, Civic Center, San Francisco",680,"700 South Fremont Street, North Central, San Mateo","3/1/2020 - 3/1/2020, Every day, Daily Average",1472,1140,1899,1
1277,"300 Hayes Street, Civic Center, San Francisco",682,"1300 South Norfolk Street, Shoreview, San Mateo","3/1/2020 - 3/1/2020, Every day, Daily Average",1353,1105,1655,1
1277,"300 Hayes Street, Civic Center, San Francisco",684,"1100 Vailwood Way, South San Mateo, San Mateo","3/1/2020 - 3/1/2020, Every day, Daily Average",1492,1272,1750,1
1277,"300 Hayes Street, Civic Center, San Francisco",741,"1600 San Luis Avenue, Rex Manor, Mountain View","3/1/2020 - 3/1/2020, Every day, Daily Average",2276,2013,2573,1
1277,"300 Hayes Street, Civic Center, San Francisco",743,"400 Addison Avenue, Professorville, Palo Alto","3/1/2020 - 3/1/2020, Every day, Daily Average",2167,1953,2403,1
1277,"300 Hayes Street, Civic Center, San Francisco",744,"Monte Bello Road (Trail), Cupertino","3/1/2020 - 3/1/2020, Every day, Daily Average",2359,2248,2475,1
1277,"300 Hayes Street, Civic Center, San Francisco",808,"3000 Adeline Street, Clawson, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",896,664,1207,1
1277,"300 Hayes Street, Civic Center, San Francisco",809,"200 Santa Rosa Avenue, Grand Lake, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",990,767,1276,1
1277,"300 Hayes Street, Civic Center, San Francisco",810,"2700 Pleasant Street, School, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1212,922,1592,1
1277,"300 Hayes Street, Civic Center, San Francisco",813,"2500 Parker Street, Elmwood, Berkeley","3/1/2020 - 3/1/2020, Every day, Daily Average",1390,1060,1822,1
1277,"300 Hayes Street, Civic Center, San Francisco",814,"1400 168th Avenue, San Leandro","3/1/2020 - 3/1/2020, Every day, Daily Average",1792,1354,2370,1
1277,"300 Hayes Street, Civic Center, San Francisco",817,"400 Oxford Way, Belmont","3/1/2020 - 3/1/2020, Every day, Daily Average",1527,1271,1833,1
1277,"300 Hayes Street, Civic Center, San Francisco",818,"700 Bay Road, Staumbaugh Heller, Redwood City","3/1/2020 - 3/1/2020, Every day, Daily Average",1756,1521,2026,1
1277,"300 Hayes Street, Civic Center, San Francisco",829,"7800 Lilac Court, Cupertino","3/1/2020 - 3/1/2020, Every day, Daily Average",2543,2391,2703,1
1277,"300 Hayes Street, Civic Center, San Francisco",843,"2400 Channing Way, Southside, Berkeley","3/1/2020 - 3/1/2020, Every day, Daily Average",1588,1222,2063,1
1277,"300 Hayes Street, Civic Center, San Francisco",858,"600 Geneva Avenue, Outer Mission, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",743,536,1029,1
1277,"300 Hayes Street, Civic Center, San Francisco",859,"2200 24th Avenue, Sunset District, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",1067,802,1418,1
1277,"300 Hayes Street, Civic Center, San Francisco",860,"2300 Cabrillo Street, Richmond District, San Francisco","3/1/2020 - 3/1/2020, Every day, Daily Average",753,582,973,1
1277,"300 Hayes Street, Civic Center, San Francisco",863,"2400 Filbert Street, McClymonds, Oakland","3/1/2020 - 3/1/2020, Every day, Daily Average",1379,897,2118,1
